,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,label_kmeans
2764,2011-07-04 02:00:00,3,1,0,1,26.24,28.79,83,0.0,33,30,63,2
2765,2011-07-04 03:00:00,3,1,0,1,26.24,29.545,78,0.0,13,13,26,2
2766,2011-07-04 04:00:00,3,1,0,2,27.06,30.305,78,6.0032,8,4,12,2
2767,2011-07-04 05:00:00,3,1,0,2,26.24,28.79,83,8.9981,1,3,4,2
2768,2011-07-04 06:00:00,3,1,0,1,26.24,28.79,89,11.0014,5,11,16,2
2769,2011-07-04 07:00:00,3,1,0,1,27.06,30.305,83,8.9981,17,19,36,2
2770,2011-07-04 08:00:00,3,1,0,1,28.7,33.335,74,7.0015,42,44,86,0
2771,2011-07-04 09:00:00,3,1,0,2,29.52,34.09,66,6.0032,142,96,238,0
2772,2011-07-04 10:00:00,3,1,0,2,31.16,34.85,55,6.0032,166,114,280,0
2773,2011-07-04 11:00:00,3,1,0,2,31.16,34.85,55,6.0032,177,172,349,0
2774,2011-07-04 12:00:00,3,1,0,2,31.98,35.605,52,0.0,237,210,447,0
2775,2011-07-04 13:00:00,3,1,0,2,31.98,35.605,49,0.0,242,181,423,0
2776,2011-07-04 14:00:00,3,1,0,1,32.8,36.365,46,0.0,235,173,408,1
2777,2011-07-04 15:00:00,3,1,0,1,33.62,37.12,43,6.0032,224,184,408,1
2778,2011-07-04 16:00:00,3,1,0,1,33.62,37.12,41,0.0,236,216,452,1
2779,2011-07-04 17:00:00,3,1,0,1,32.8,36.365,46,0.0,240,196,436,1
2780,2011-07-04 18:00:00,3,1,0,1,32.8,36.365,46,8.9981,222,196,418,1
2781,2011-07-04 19:00:00,3,1,0,2,31.98,35.605,49,11.0014,170,205,375,0
2782,2011-07-04 20:00:00,3,1,0,2,31.16,34.85,55,7.0015,195,191,386,0
2783,2011-07-04 21:00:00,3,1,0,2,30.34,34.09,62,7.0015,195,262,457,0
2784,2011-07-04 22:00:00,3,1,0,2,30.34,34.09,62,8.9981,115,211,326,0
2785,2011-07-04 23:00:00,3,1,0,2,29.52,34.09,70,7.0015,44,94,138,0
2786,2011-07-05 00:00:00,3,0,1,2,28.7,32.575,65,11.0014,19,36,55,0
2787,2011-07-05 01:00:00,3,0,1,1,28.7,32.575,65,7.0015,15,24,39,0
2788,2011-07-05 02:00:00,3,0,1,1,27.06,31.06,74,6.0032,8,5,13,0
2789,2011-07-05 03:00:00,3,0,1,1,27.06,31.06,74,15.0013,1,7,8,0
2790,2011-07-05 04:00:00,3,0,1,1,27.06,31.06,69,11.0014,1,4,5,0
2791,2011-07-05 05:00:00,3,0,1,1,27.06,31.06,69,0.0,1,19,20,0
2792,2011-07-05 06:00:00,3,0,1,1,27.06,31.06,74,6.0032,3,91,94,0
2793,2011-07-05 07:00:00,3,0,1,1,28.7,32.575,65,6.0032,22,248,270,0
2794,2011-07-05 08:00:00,3,0,1,1,29.52,34.09,62,8.9981,41,391,432,0
2795,2011-07-05 09:00:00,3,0,1,1,30.34,34.09,58,8.9981,50,177,227,0
2796,2011-07-05 10:00:00,3,0,1,1,31.16,34.85,52,7.0015,55,84,139,0
2797,2011-07-05 11:00:00,3,0,1,1,31.98,34.85,46,7.0015,75,97,172,1
2798,2011-07-05 12:00:00,3,0,1,1,32.8,36.365,43,7.0015,71,130,201,1
2799,2011-07-05 13:00:00,3,0,1,1,33.62,37.12,43,7.0015,67,136,203,1
2800,2011-07-05 14:00:00,3,0,1,1,32.8,37.12,49,11.0014,66,112,178,0
2801,2011-07-05 15:00:00,3,0,1,1,33.62,37.12,43,0.0,51,111,162,1
2802,2011-07-05 16:00:00,3,0,1,1,33.62,37.88,46,7.0015,79,202,281,1
2803,2011-07-05 17:00:00,3,0,1,1,33.62,37.88,46,7.0015,79,466,545,1
2804,2011-07-05 18:00:00,3,0,1,1,32.8,37.88,55,11.0014,70,426,496,0
2805,2011-07-05 19:00:00,3,0,1,1,32.8,38.635,59,8.9981,71,297,368,0
2806,2011-07-05 20:00:00,3,0,1,1,31.16,36.365,66,7.0015,59,225,284,0
2807,2011-07-05 21:00:00,3,0,1,1,31.98,37.12,62,16.9979,77,168,245,0
2808,2011-07-05 22:00:00,3,0,1,1,31.16,36.365,66,15.0013,31,124,155,0
2809,2011-07-05 23:00:00,3,0,1,1,30.34,34.85,66,11.0014,19,54,73,0
2810,2011-07-06 00:00:00,3,0,1,1,29.52,34.85,74,12.998,11,26,37,0
2811,2011-07-06 01:00:00,3,0,1,1,28.7,33.335,74,8.9981,4,11,15,0
2812,2011-07-06 02:00:00,3,0,1,1,28.7,33.335,79,6.0032,1,4,5,2
2813,2011-07-06 03:00:00,3,0,1,1,28.7,33.335,79,0.0,0,6,6,2
2814,2011-07-06 04:00:00,3,0,1,2,27.88,31.82,83,6.0032,0,6,6,2
2815,2011-07-06 05:00:00,3,0,1,1,27.88,31.82,83,6.0032,5,30,35,2
2816,2011-07-06 06:00:00,3,0,1,1,28.7,33.335,79,6.0032,9,112,121,2
2817,2011-07-06 07:00:00,3,0,1,2,29.52,34.85,79,0.0,24,288,312,2
2818,2011-07-06 08:00:00,3,0,1,2,29.52,34.85,74,7.0015,31,397,428,0
2819,2011-07-06 09:00:00,3,0,1,3,28.7,33.335,79,12.998,31,158,189,2
2820,2011-07-06 10:00:00,3,0,1,3,28.7,33.335,79,6.0032,13,30,43,2
2821,2011-07-06 11:00:00,3,0,1,2,29.52,34.85,74,0.0,24,103,127,0
2822,2011-07-06 12:00:00,3,0,1,2,30.34,34.85,66,6.0032,38,114,152,0
2823,2011-07-06 13:00:00,3,0,1,2,30.34,34.85,70,7.0015,33,107,140,0
2824,2011-07-06 14:00:00,3,0,1,1,31.16,36.365,66,19.0012,50,113,163,0
2825,2011-07-06 15:00:00,3,0,1,1,31.16,36.365,70,19.0012,55,130,185,0
2826,2011-07-06 16:00:00,3,0,1,1,31.16,36.365,70,16.9979,57,218,275,0
2827,2011-07-06 17:00:00,3,0,1,1,31.98,37.12,59,15.0013,79,517,596,0
2828,2011-07-06 18:00:00,3,0,1,1,31.16,35.605,62,12.998,77,486,563,0
2829,2011-07-06 19:00:00,3,0,1,1,30.34,34.85,70,15.0013,71,323,394,0
2830,2011-07-06 20:00:00,3,0,1,1,29.52,34.85,74,16.9979,55,257,312,0
2831,2011-07-06 21:00:00,3,0,1,1,28.7,33.335,79,12.998,66,175,241,2
2832,2011-07-06 22:00:00,3,0,1,1,28.7,33.335,79,12.998,30,156,186,2
2833,2011-07-06 23:00:00,3,0,1,1,27.88,31.82,83,15.0013,20,78,98,2
2834,2011-07-07 00:00:00,3,0,1,1,27.06,29.545,89,8.9981,6,29,35,2
2835,2011-07-07 01:00:00,3,0,1,1,27.06,29.545,89,12.998,2,14,16,2
2836,2011-07-07 02:00:00,3,0,1,1,27.06,29.545,89,12.998,1,7,8,2
2837,2011-07-07 03:00:00,3,0,1,1,26.24,28.03,94,7.0015,2,2,4,2
2838,2011-07-07 04:00:00,3,0,1,1,26.24,28.79,89,7.0015,0,4,4,2
2839,2011-07-07 05:00:00,3,0,1,1,26.24,28.79,89,7.0015,2,30,32,2
2840,2011-07-07 06:00:00,3,0,1,2,26.24,28.79,89,8.9981,11,107,118,2
2841,2011-07-07 07:00:00,3,0,1,2,27.06,29.545,89,7.0015,13,279,292,2
2842,2011-07-07 08:00:00,3,0,1,2,28.7,33.335,79,12.998,28,415,443,2
2843,2011-07-07 09:00:00,3,0,1,1,30.34,34.85,70,11.0014,25,154,179,0
2844,2011-07-07 10:00:00,3,0,1,1,31.98,37.12,62,0.0,29,72,101,0
2845,2011-07-07 11:00:00,3,0,1,1,33.62,38.635,52,8.9981,30,112,142,0
2846,2011-07-07 12:00:00,3,0,1,1,34.44,38.635,41,0.0,32,139,171,1
2847,2011-07-07 13:00:00,3,0,1,1,35.26,39.395,41,0.0,48,107,155,1
2848,2011-07-07 14:00:00,3,0,1,1,35.26,39.395,41,16.9979,39,121,160,1
2849,2011-07-07 15:00:00,3,0,1,1,35.26,39.395,41,16.9979,47,119,166,1
2850,2011-07-07 16:00:00,3,0,1,1,35.26,38.635,39,15.0013,47,218,265,1
2851,2011-07-07 17:00:00,3,0,1,1,35.26,37.88,36,16.9979,80,489,569,1
2852,2011-07-07 18:00:00,3,0,1,1,34.44,37.88,44,19.9995,70,492,562,1
2853,2011-07-07 19:00:00,3,0,1,1,33.62,38.635,52,19.0012,79,286,365,0
2854,2011-07-07 20:00:00,3,0,1,1,31.16,35.605,58,23.9994,61,224,285,0
2855,2011-07-07 21:00:00,3,0,1,1,30.34,34.09,62,11.0014,39,170,209,0
2856,2011-07-07 22:00:00,3,0,1,1,30.34,34.09,62,11.0014,32,150,182,0
2857,2011-07-07 23:00:00,3,0,1,1,29.52,34.09,66,0.0,31,98,129,0
2858,2011-07-08 00:00:00,3,0,1,1,30.34,34.85,66,7.0015,6,41,47,0
2859,2011-07-08 01:00:00,3,0,1,1,29.52,34.85,79,0.0,9,25,34,2
2860,2011-07-08 02:00:00,3,0,1,2,28.7,33.335,74,11.0014,10,12,22,0
2861,2011-07-08 03:00:00,3,0,1,1,27.88,31.82,79,7.0015,2,4,6,2
2862,2011-07-08 04:00:00,3,0,1,1,28.7,33.335,79,16.9979,7,4,11,2
2863,2011-07-08 05:00:00,3,0,1,1,27.88,31.82,79,16.9979,3,24,27,2
2864,2011-07-08 06:00:00,3,0,1,1,28.7,33.335,74,7.0015,11,91,102,0
2865,2011-07-08 07:00:00,3,0,1,2,28.7,33.335,79,12.998,30,302,332,2
2866,2011-07-08 08:00:00,3,0,1,2,29.52,34.85,74,16.9979,36,421,457,0
2867,2011-07-08 09:00:00,3,0,1,2,31.16,36.365,70,19.9995,30,211,241,0
2868,2011-07-08 10:00:00,3,0,1,2,30.34,34.85,70,23.9994,30,108,138,0
2869,2011-07-08 11:00:00,3,0,1,2,30.34,35.605,74,16.9979,61,104,165,0
2870,2011-07-08 12:00:00,3,0,1,2,31.16,36.365,70,19.0012,49,164,213,0
2871,2011-07-08 13:00:00,3,0,1,2,31.98,37.88,66,19.0012,54,175,229,0
2872,2011-07-08 14:00:00,3,0,1,2,32.8,39.395,63,23.9994,53,163,216,0
2873,2011-07-08 15:00:00,3,0,1,2,32.8,39.395,63,23.9994,39,102,141,0
2874,2011-07-08 16:00:00,3,0,1,3,27.88,31.82,83,30.0026,27,105,132,2
2875,2011-07-08 17:00:00,3,0,1,3,27.06,29.545,89,30.0026,6,161,167,2
2876,2011-07-08 18:00:00,3,0,1,1,27.06,30.305,83,6.0032,35,281,316,2
2877,2011-07-08 19:00:00,3,0,1,1,27.06,30.305,83,6.0032,45,225,270,2
2878,2011-07-08 20:00:00,3,0,1,1,27.06,30.305,83,11.0014,30,220,250,2
2879,2011-07-08 21:00:00,3,0,1,2,27.06,30.305,83,16.9979,46,158,204,2
2880,2011-07-08 22:00:00,3,0,1,2,27.06,30.305,78,12.998,33,136,169,2
2881,2011-07-08 23:00:00,3,0,1,2,27.06,30.305,78,6.0032,40,111,151,2
2882,2011-07-09 00:00:00,3,0,0,2,27.06,30.305,83,8.9981,31,90,121,2
2883,2011-07-09 01:00:00,3,0,0,2,26.24,28.79,89,7.0015,5,48,53,2
2884,2011-07-09 02:00:00,3,0,0,1,26.24,28.79,89,11.0014,12,43,55,2
2885,2011-07-09 03:00:00,3,0,0,1,26.24,28.79,89,8.9981,7,23,30,2
2886,2011-07-09 04:00:00,3,0,0,1,26.24,28.79,83,15.0013,2,4,6,2
2887,2011-07-09 05:00:00,3,0,0,2,25.42,28.03,88,11.0014,4,11,15,2
2888,2011-07-09 06:00:00,3,0,0,2,26.24,28.79,83,12.998,11,27,38,2
2889,2011-07-09 07:00:00,3,0,0,1,27.06,30.305,78,12.998,21,50,71,2
2890,2011-07-09 08:00:00,3,0,0,1,28.7,32.575,70,16.9979,68,114,182,0
2891,2011-07-09 09:00:00,3,0,0,1,30.34,34.09,58,19.0012,77,170,247,0
2892,2011-07-09 10:00:00,3,0,0,1,31.16,34.85,52,11.0014,87,177,264,0
2893,2011-07-09 11:00:00,3,0,0,1,31.98,34.85,46,19.9995,101,189,290,1
2894,2011-07-09 12:00:00,3,0,0,1,32.8,36.365,46,16.9979,145,221,366,1
2895,2011-07-09 13:00:00,3,0,0,1,33.62,37.12,41,15.0013,167,249,416,1
2896,2011-07-09 14:00:00,3,0,0,1,34.44,37.12,36,8.9981,158,215,373,1
2897,2011-07-09 15:00:00,3,0,0,1,34.44,36.365,34,6.0032,182,220,402,1
2898,2011-07-09 16:00:00,3,0,0,1,33.62,36.365,38,0.0,171,245,416,1
2899,2011-07-09 17:00:00,3,0,0,1,34.44,36.365,32,0.0,160,241,401,1
2900,2011-07-09 18:00:00,3,0,0,1,33.62,36.365,36,7.0015,132,246,378,1
2901,2011-07-09 19:00:00,3,0,0,1,31.16,34.85,55,11.0014,128,178,306,0
2902,2011-07-09 20:00:00,3,0,0,1,31.16,35.605,58,15.0013,129,185,314,0
2903,2011-07-09 21:00:00,3,0,0,1,30.34,34.09,58,11.0014,83,155,238,0
2904,2011-07-09 22:00:00,3,0,0,1,29.52,34.09,62,11.0014,60,154,214,0
2905,2011-07-09 23:00:00,3,0,0,1,29.52,33.335,58,12.998,47,93,140,0
2906,2011-07-10 00:00:00,3,0,0,1,28.7,32.575,61,11.0014,42,112,154,0
2907,2011-07-10 01:00:00,3,0,0,1,28.7,32.575,61,8.9981,19,94,113,0
2908,2011-07-10 02:00:00,3,0,0,1,27.88,31.82,69,6.0032,28,68,96,0
2909,2011-07-10 03:00:00,3,0,0,1,27.06,31.06,74,6.0032,6,19,25,0
2910,2011-07-10 04:00:00,3,0,0,1,27.06,31.06,69,6.0032,0,5,5,0
2911,2011-07-10 05:00:00,3,0,0,1,27.06,31.06,74,0.0,7,10,17,0
2912,2011-07-10 06:00:00,3,0,0,1,26.24,29.545,78,6.0032,8,17,25,2
2913,2011-07-10 07:00:00,3,0,0,1,28.7,32.575,70,6.0032,27,38,65,0
2914,2011-07-10 08:00:00,3,0,0,1,29.52,34.09,66,0.0,27,65,92,0
2915,2011-07-10 09:00:00,3,0,0,1,30.34,34.85,66,6.0032,62,107,169,0
2916,2011-07-10 10:00:00,3,0,0,1,31.16,34.85,55,8.9981,95,173,268,0
2917,2011-07-10 11:00:00,3,0,0,1,31.98,36.365,55,12.998,110,177,287,0
2918,2011-07-10 12:00:00,3,0,0,1,33.62,37.88,46,19.0012,133,244,377,1
2919,2011-07-10 13:00:00,3,0,0,1,32.8,36.365,46,19.9995,139,228,367,1
2920,2011-07-10 14:00:00,3,0,0,1,33.62,37.12,41,22.0028,122,227,349,1
2921,2011-07-10 15:00:00,3,0,0,1,34.44,37.12,39,19.0012,142,219,361,1
2922,2011-07-10 16:00:00,3,0,0,1,34.44,37.88,41,19.0012,128,244,372,1
2923,2011-07-10 17:00:00,3,0,0,1,34.44,37.12,36,15.0013,146,217,363,1
2924,2011-07-10 18:00:00,3,0,0,1,33.62,37.12,43,19.0012,141,222,363,1
2925,2011-07-10 19:00:00,3,0,0,1,32.8,37.12,49,22.0028,120,183,303,1
2926,2011-07-10 20:00:00,3,0,0,1,31.16,34.85,55,12.998,101,167,268,0
2927,2011-07-10 21:00:00,3,0,0,1,30.34,34.09,62,16.9979,65,162,227,0
2928,2011-07-10 22:00:00,3,0,0,1,30.34,34.85,66,15.0013,56,87,143,0
2929,2011-07-10 23:00:00,3,0,0,1,29.52,34.09,66,16.9979,19,53,72,0
2930,2011-07-11 00:00:00,3,0,1,1,28.7,32.575,65,12.998,10,25,35,0
2931,2011-07-11 01:00:00,3,0,1,1,28.7,32.575,61,19.0012,5,5,10,0
2932,2011-07-11 02:00:00,3,0,1,1,28.7,32.575,61,15.0013,8,4,12,0
2933,2011-07-11 03:00:00,3,0,1,1,27.88,31.82,65,11.0014,2,8,10,0
2934,2011-07-11 04:00:00,3,0,1,1,27.06,31.06,74,15.0013,0,4,4,0
2935,2011-07-11 05:00:00,3,0,1,1,27.06,31.06,74,8.9981,5,21,26,0
2936,2011-07-11 06:00:00,3,0,1,1,27.88,31.82,74,12.998,19,102,121,0
2937,2011-07-11 07:00:00,3,0,1,1,28.7,33.335,74,16.9979,28,289,317,0
2938,2011-07-11 08:00:00,3,0,1,1,30.34,34.85,66,19.0012,35,385,420,0
2939,2011-07-11 09:00:00,3,0,1,1,31.98,37.12,59,19.9995,41,167,208,0
2940,2011-07-11 10:00:00,3,0,1,1,32.8,37.88,55,23.9994,44,73,117,0
2941,2011-07-11 11:00:00,3,0,1,1,33.62,39.395,56,19.9995,39,89,128,0
2942,2011-07-11 12:00:00,3,0,1,1,34.44,40.15,53,19.0012,40,108,148,0
2943,2011-07-11 13:00:00,3,0,1,1,35.26,40.91,50,16.9979,22,119,141,0
2944,2011-07-11 14:00:00,3,0,1,1,35.26,41.665,53,19.0012,40,94,134,0
2945,2011-07-11 15:00:00,3,0,1,1,35.26,42.425,56,27.9993,38,108,146,0
2946,2011-07-11 16:00:00,3,0,1,1,35.26,42.425,56,26.0027,57,182,239,0
2947,2011-07-11 17:00:00,3,0,1,1,35.26,42.425,56,27.9993,59,455,514,0
2948,2011-07-11 18:00:00,3,0,1,1,35.26,41.665,53,26.0027,57,415,472,0
2949,2011-07-11 19:00:00,3,0,1,1,34.44,41.665,59,22.0028,80,293,373,0
2950,2011-07-11 20:00:00,3,0,1,1,29.52,34.85,74,27.9993,42,194,236,0
2951,2011-07-11 21:00:00,3,0,1,1,28.7,33.335,79,27.9993,21,109,130,0
2952,2011-07-11 22:00:00,3,0,1,1,29.52,34.85,74,8.9981,20,70,90,0
2953,2011-07-11 23:00:00,3,0,1,1,28.7,33.335,79,8.9981,11,44,55,2
2954,2011-07-12 00:00:00,3,0,1,1,28.7,33.335,79,8.9981,3,19,22,2
2955,2011-07-12 01:00:00,3,0,1,1,28.7,33.335,79,6.0032,6,8,14,2
2956,2011-07-12 02:00:00,3,0,1,1,28.7,33.335,79,7.0015,2,7,9,2
2957,2011-07-12 03:00:00,3,0,1,2,28.7,33.335,79,0.0,2,6,8,2
2958,2011-07-12 04:00:00,3,0,1,1,28.7,33.335,79,11.0014,0,6,6,2
2959,2011-07-12 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,4,21,25,2
2960,2011-07-12 06:00:00,3,0,1,1,30.34,34.09,58,15.0013,13,102,115,0
2961,2011-07-12 07:00:00,3,0,1,1,31.16,34.85,55,12.998,29,301,330,0
2962,2011-07-12 08:00:00,3,0,1,1,31.16,35.605,58,15.0013,35,382,417,0
2963,2011-07-12 09:00:00,3,0,1,1,31.98,36.365,55,32.9975,27,149,176,0
2964,2011-07-12 10:00:00,3,0,1,1,33.62,38.635,52,11.0014,38,85,123,0
2965,2011-07-12 11:00:00,3,0,1,1,33.62,38.635,52,11.0014,39,86,125,0
2966,2011-07-12 12:00:00,3,0,1,1,35.26,39.395,44,19.9995,38,125,163,1
2967,2011-07-12 13:00:00,3,0,1,1,35.26,40.15,47,15.0013,32,104,136,1
2968,2011-07-12 14:00:00,3,0,1,1,36.9,42.425,42,19.9995,33,91,124,1
2969,2011-07-12 15:00:00,3,0,1,1,36.9,42.425,42,23.9994,37,111,148,1
2970,2011-07-12 16:00:00,3,0,1,1,35.26,39.395,44,19.0012,25,177,202,1
2971,2011-07-12 17:00:00,3,0,1,1,36.08,40.91,44,19.0012,48,380,428,1
2972,2011-07-12 18:00:00,3,0,1,1,35.26,40.15,47,19.9995,39,472,511,1
2973,2011-07-12 19:00:00,3,0,1,1,34.44,37.88,44,19.0012,42,295,337,1
2974,2011-07-12 20:00:00,3,0,1,1,33.62,37.12,43,12.998,57,251,308,1
2975,2011-07-12 21:00:00,3,0,1,1,33.62,37.12,43,7.0015,49,209,258,1
2976,2011-07-12 22:00:00,3,0,1,1,32.8,36.365,46,8.9981,44,150,194,1
2977,2011-07-12 23:00:00,3,0,1,1,31.98,35.605,52,0.0,20,59,79,0
2978,2011-07-13 00:00:00,3,0,1,1,31.16,35.605,62,0.0,9,37,46,0
2979,2011-07-13 01:00:00,3,0,1,1,31.16,34.85,55,0.0,1,11,12,0
2980,2011-07-13 02:00:00,3,0,1,1,31.16,34.85,55,0.0,2,3,5,0
2981,2011-07-13 03:00:00,3,0,1,1,30.34,34.09,58,12.998,0,4,4,0
2982,2011-07-13 04:00:00,3,0,1,1,30.34,34.09,58,16.9979,0,5,5,0
2983,2011-07-13 05:00:00,3,0,1,1,30.34,34.09,58,12.998,4,22,26,0
2984,2011-07-13 06:00:00,3,0,1,1,30.34,34.09,58,11.0014,18,103,121,0
2985,2011-07-13 07:00:00,3,0,1,1,31.16,34.85,55,16.9979,32,281,313,0
2986,2011-07-13 08:00:00,3,0,1,1,32.8,37.12,49,16.9979,31,418,449,1
2987,2011-07-13 09:00:00,3,0,1,1,33.62,37.12,41,12.998,23,163,186,1
2988,2011-07-13 10:00:00,3,0,1,1,33.62,37.88,46,12.998,33,80,113,1
2989,2011-07-13 11:00:00,3,0,1,1,34.44,37.12,39,11.0014,55,110,165,1
2990,2011-07-13 12:00:00,3,0,1,1,34.44,37.88,41,19.0012,40,134,174,1
2991,2011-07-13 13:00:00,3,0,1,3,33.62,37.88,46,8.9981,39,119,158,1
2992,2011-07-13 14:00:00,3,0,1,3,33.62,37.88,46,8.9981,27,89,116,1
2993,2011-07-13 15:00:00,3,0,1,3,26.24,28.03,94,8.9981,13,33,46,2
2994,2011-07-13 16:00:00,3,0,1,2,27.06,29.545,89,0.0,23,118,141,2
2995,2011-07-13 17:00:00,3,0,1,1,28.7,33.335,79,0.0,70,418,488,2
2996,2011-07-13 18:00:00,3,0,1,1,29.52,34.85,79,8.9981,51,412,463,2
2997,2011-07-13 19:00:00,3,0,1,1,28.7,33.335,79,7.0015,79,340,419,2
2998,2011-07-13 20:00:00,3,0,1,1,28.7,33.335,84,11.0014,61,281,342,2
2999,2011-07-13 21:00:00,3,0,1,1,28.7,33.335,79,7.0015,56,194,250,2
3000,2011-07-13 22:00:00,3,0,1,1,27.88,31.82,83,12.998,48,136,184,2
3001,2011-07-13 23:00:00,3,0,1,1,27.06,30.305,83,16.9979,33,83,116,2
3002,2011-07-14 00:00:00,3,0,1,1,27.06,31.06,69,19.9995,14,32,46,0
3003,2011-07-14 01:00:00,3,0,1,1,27.06,31.06,61,16.9979,4,21,25,0
3004,2011-07-14 02:00:00,3,0,1,1,26.24,31.06,57,19.9995,3,7,10,0
3005,2011-07-14 03:00:00,3,0,1,1,25.42,31.06,57,19.9995,1,5,6,0
3006,2011-07-14 04:00:00,3,0,1,1,25.42,31.06,53,16.9979,0,6,6,0
3007,2011-07-14 05:00:00,3,0,1,1,24.6,31.06,56,15.0013,6,22,28,0
3008,2011-07-14 06:00:00,3,0,1,1,24.6,30.305,60,15.0013,14,116,130,0
3009,2011-07-14 07:00:00,3,0,1,1,25.42,31.06,53,16.9979,23,311,334,0
3010,2011-07-14 08:00:00,3,0,1,1,26.24,31.06,50,23.9994,53,433,486,1
3011,2011-07-14 09:00:00,3,0,1,1,27.88,31.82,47,19.0012,29,195,224,1
3012,2011-07-14 10:00:00,3,0,1,1,28.7,31.82,42,16.9979,32,95,127,1
3013,2011-07-14 11:00:00,3,0,1,1,29.52,32.575,37,15.0013,38,110,148,1
3014,2011-07-14 12:00:00,3,0,1,1,30.34,32.575,35,16.9979,51,172,223,1
3015,2011-07-14 13:00:00,3,0,1,1,31.16,33.335,33,22.0028,39,138,177,1
3016,2011-07-14 14:00:00,3,0,1,1,30.34,32.575,35,19.0012,49,129,178,1
3017,2011-07-14 15:00:00,3,0,1,1,31.16,33.335,33,19.9995,42,138,180,1
3018,2011-07-14 16:00:00,3,0,1,1,31.16,33.335,33,8.9981,43,231,274,1
3019,2011-07-14 17:00:00,3,0,1,1,30.34,32.575,37,8.9981,78,517,595,1
3020,2011-07-14 18:00:00,3,0,1,1,29.52,32.575,42,12.998,94,484,578,1
3021,2011-07-14 19:00:00,3,0,1,1,29.52,32.575,39,15.0013,67,333,400,1
3022,2011-07-14 20:00:00,3,0,1,1,28.7,31.82,42,15.0013,81,267,348,1
3023,2011-07-14 21:00:00,3,0,1,1,27.06,31.06,50,8.9981,58,203,261,0
3024,2011-07-14 22:00:00,3,0,1,1,26.24,31.06,57,6.0032,42,134,176,0
3025,2011-07-14 23:00:00,3,0,1,1,26.24,30.305,65,16.9979,27,97,124,0
3026,2011-07-15 00:00:00,3,0,1,1,25.42,29.545,73,15.0013,23,57,80,0
3027,2011-07-15 01:00:00,3,0,1,1,25.42,29.545,73,12.998,7,13,20,0
3028,2011-07-15 02:00:00,3,0,1,1,24.6,28.79,78,11.0014,16,22,38,2
3029,2011-07-15 03:00:00,3,0,1,1,24.6,29.545,73,12.998,1,6,7,0
3030,2011-07-15 04:00:00,3,0,1,1,24.6,29.545,73,11.0014,2,8,10,0
3031,2011-07-15 05:00:00,3,0,1,1,24.6,29.545,73,8.9981,7,16,23,0
3032,2011-07-15 06:00:00,3,0,1,2,24.6,29.545,73,7.0015,12,108,120,0
3033,2011-07-15 07:00:00,3,0,1,1,26.24,30.305,65,7.0015,17,257,274,0
3034,2011-07-15 08:00:00,3,0,1,1,26.24,30.305,65,16.9979,50,514,564,0
3035,2011-07-15 09:00:00,3,0,1,1,27.88,31.82,54,12.998,31,176,207,0
3036,2011-07-15 10:00:00,3,0,1,2,27.06,31.06,61,11.0014,59,107,166,0
3037,2011-07-15 11:00:00,3,0,1,1,28.7,32.575,54,8.9981,73,137,210,0
3038,2011-07-15 12:00:00,3,0,1,1,28.7,32.575,48,12.998,61,177,238,1
3039,2011-07-15 13:00:00,3,0,1,1,28.7,32.575,54,12.998,85,162,247,0
3040,2011-07-15 14:00:00,3,0,1,1,28.7,32.575,51,12.998,105,160,265,0
3041,2011-07-15 15:00:00,3,0,1,1,29.52,32.575,45,11.0014,74,163,237,1
3042,2011-07-15 16:00:00,3,0,1,1,29.52,33.335,51,12.998,96,265,361,0
3043,2011-07-15 17:00:00,3,0,1,1,30.34,33.335,42,16.9979,104,483,587,1
3044,2011-07-15 18:00:00,3,0,1,1,29.52,32.575,45,15.0013,102,394,496,1
3045,2011-07-15 19:00:00,3,0,1,1,28.7,31.82,45,15.0013,114,280,394,1
3046,2011-07-15 20:00:00,3,0,1,1,28.7,32.575,51,15.0013,92,251,343,0
3047,2011-07-15 21:00:00,3,0,1,1,27.06,31.06,54,7.0015,75,186,261,0
3048,2011-07-15 22:00:00,3,0,1,1,27.06,31.06,57,15.0013,71,152,223,0
3049,2011-07-15 23:00:00,3,0,1,1,26.24,31.06,61,11.0014,41,126,167,0
3050,2011-07-16 00:00:00,3,0,0,1,25.42,30.305,65,12.998,42,68,110,0
3051,2011-07-16 01:00:00,3,0,0,1,24.6,29.545,69,7.0015,24,51,75,0
3052,2011-07-16 02:00:00,3,0,0,1,24.6,29.545,73,8.9981,10,48,58,0
3053,2011-07-16 03:00:00,3,0,0,1,24.6,28.79,78,8.9981,6,20,26,2
3054,2011-07-16 04:00:00,3,0,0,1,24.6,29.545,73,6.0032,9,7,16,0
3055,2011-07-16 05:00:00,3,0,0,1,23.78,27.275,78,6.0032,4,6,10,2
3056,2011-07-16 06:00:00,3,0,0,1,24.6,28.79,78,11.0014,16,21,37,2
3057,2011-07-16 07:00:00,3,0,0,1,25.42,29.545,73,8.9981,14,38,52,0
3058,2011-07-16 08:00:00,3,0,0,1,27.06,31.06,65,11.0014,37,90,127,0
3059,2011-07-16 09:00:00,3,0,0,1,28.7,32.575,54,15.0013,72,150,222,0
3060,2011-07-16 10:00:00,3,0,0,1,29.52,33.335,54,12.998,114,208,322,0
3061,2011-07-16 11:00:00,3,0,0,1,30.34,33.335,48,15.0013,171,225,396,1
